19demarzo/19demarzo_0000.wav|Durante nuestra conversacion adverti que la multitud aumentaba apretandose mas.|Durante nuestra conversacion adverti que la multitud aumentaba apretandose mas.|5.88
batalla_arapiles/batalla_arapiles_2490.wav|Athenais conservando su falda de amazona se habia transfigurado escondiendo graciosamente su busto y hermosa cabeza bajo los pliegues de un manto espanol.|Athenais conservando su falda de amazona se habia transfigurado escondiendo graciosamente su busto y hermosa cabeza bajo los pliegues de un manto espanol.|9.76
batalla_arapiles/batalla_arapiles_2491.wav|-¿Que tal estoy asi? -me dijo riendo en un instante que estuvimos solos.|-¿Que tal estoy asi? -me dijo riendo en un instante que estuvimos solos.|4.68
batalla_arapiles/batalla_arapiles_2492.wav|-Bien -conteste friamente preocupado con otra imagen que atraia los ojos de mi alma. -¿Nada mas que bien? –|-Bien -conteste friamente preocupado con otra imagen que atraia los ojos de mi alma. -¿Nada mas que bien?|7.96
batalla_arapiles/batalla_arapiles_2493.wav|Admirablemente. Esta usted hermosisima. -Vuestra novia Senora Araceli|Admirablemente. Esta usted hermosisima. -Vuestra novia Senora Araceli|5.62
batalla_arapiles/batalla_arapiles_2494.wav|-dijo con expresion festiva y algo impertinente- es bastante sencilla. -Un poco senora.|-dijo con expresion festiva y algo impertinente- es bastante sencilla. -Un poco senora.|6.7
batalla_arapiles/batalla_arapiles_2495.wav|-Esta buena para un pobre hombre... ¿Pero es cierto que amais... a eso? -¡Oh! Dios de los cielos -dije para mi sin hacer caso de miss Fly-|-Esta buena para un pobre hombre... ¿Pero es cierto que amais... a eso? -¡Oh! Dios de los cielos -dije para mi sin hacer caso de miss Fly-|8.65
batalla_arapiles/batalla_arapiles_2496.wav|¿no habra un medio de que yo escape solo con ella?|¿no habra un medio de que yo escape solo con ella?|3.83
batalla_arapiles/batalla_arapiles_2497.wav|Iba la inglesa a repetir su pregunta cuando Santorcaz nos llamo dandonos prisa para que bajasemos.|Iba la inglesa a repetir su pregunta cuando Santorcaz nos llamo dandonos prisa para que bajasemos.|6.38
batalla_arapiles/batalla_arapiles_2498.wav|el y sus amigos habian forrado sus personas en miserables vestidos. -Las dos senoras en el coche que guiara Juan -dijo Don Luis-.|el y sus amigos habian forrado sus personas en miserables vestidos. -Las dos senoras en el coche que guiara Juan -dijo Don Luis-.|8.49
batalla_arapiles/batalla_arapiles_2499.wav|Tres a caballo y los otros en el carro. Araceli entra en el carro con Monsalud y Canencia.|Tres a caballo y los otros en el carro. Araceli entra en el carro con Monsalud y Canencia.|6.45
batalla_arapiles/batalla_arapiles_2500.wav|-Padre no vayas a caballo -dijo Ines-. Estas muy enfermo. -¿Enfermo? Mas fuerte que nunca... Vamos: en marcha... Es muy tarde.|-Padre no vayas a caballo -dijo Ines-. Estas muy enfermo. -¿Enfermo? Mas fuerte que nunca... Vamos: en marcha... Es muy tarde.|9.93
batalla_arapiles/batalla_arapiles_2501.wav|Distribuyeronse los viajeros conforme al programa y pronto salimos en burlesca procesion de la casa y de la calle y de Salamanca. ¡Oh Dios poderoso!|Distribuyeronse los viajeros conforme al programa y pronto salimos en burlesca procesion de la casa y de la calle y de Salamanca. ¡Oh Dios poderoso!|8.44
batalla_arapiles/batalla_arapiles_2502.wav|Me parecia que habia estado un siglo dentro de la ciudad|Me parecia que habia estado un siglo dentro de la ciudad|3.28
batalla_arapiles/batalla_arapiles_2503.wav|Cuando sin hallar obstaculos en las calles ni en la muralla me vi fuera de las temibles puertas me parecio que tornaba a la vida.|Cuando sin hallar obstaculos en las calles ni en la muralla me vi fuera de las temibles puertas me parecio que tornaba a la vida.|7.71
batalla_arapiles/batalla_arapiles_2504.wav|Segun orden de Santorcaz el cochecillo donde iban las dos damas marchaba delante|Segun orden de Santorcaz el cochecillo donde iban las dos damas marchaba delante|4.49
batalla_arapiles/batalla_arapiles_2505.wav|seguian los jinetes y luego los carros en uno de los cuales tocome subir con los dos interesantes personajes citados.|seguian los jinetes y luego los carros en uno de los cuales tocome subir con los dos interesantes personajes citados.|8.17
batalla_arapiles/batalla_arapiles_2506.wav|Al verme en el campo libre si se calmo mi desasosiego por los peligros que corri dentro de Roma la chica senti una afliccion vivisima por causas que se comprenderan facilmente.|Al verme en el campo libre si se calmo mi desasosiego por los peligros que corri dentro de Roma la chica senti una afliccion vivisima por causas que se comprenderan facilmente.|11.03
batalla_arapiles/batalla_arapiles_2507.wav|Me era forzoso correr hacia el cuartel general abandonando aquel extrano convoy donde iban los amores de toda mi vida el alma de mi existencia|Me era forzoso correr hacia el cuartel general abandonando aquel extrano convoy donde iban los amores de toda mi vida el alma de mi existencia|8.14
batalla_arapiles/batalla_arapiles_2508.wav|el tesoro perdido encontrado y vuelto a perder sin esperanza de nueva recuperacion.|el tesoro perdido encontrado y vuelto a perder sin esperanza de nueva recuperacion.|6.6
batalla_arapiles/batalla_arapiles_2509.wav|Llevado arrastrado yo mismo por aquella cuadrilla de demonios ni aun me era posible seguirla y el deber me obligaba a separarme en medio del camino.|Llevado arrastrado yo mismo por aquella cuadrilla de demonios ni aun me era posible seguirla y el deber me obligaba a separarme en medio del camino.|9.18
batalla_arapiles/batalla_arapiles_2510.wav|La desesperacion se apodero de mi cuando mis ojos dejaron de ver en la oscuridad de la noche a las dos mujeres que marchaban delante.|La desesperacion se apodero de mi cuando mis ojos dejaron de ver en la oscuridad de la noche a las dos mujeres que marchaban delante.|7.33
batalla_arapiles/batalla_arapiles_2511.wav|Salte al suelo y corriendo con velocidad increible pues la hondisima pena parecia darme alas grite con toda la fuerza de mis pulmones:|Salte al suelo y corriendo con velocidad increible pues la hondisima pena parecia darme alas grite con toda la fuerza de mis pulmones:|9.11
batalla_arapiles/batalla_arapiles_2512.wav|-¡Ines miss Fly!... aqui estoy... parad parad... Santorcaz corrio al galope detras de mi y me detuvo. -Gabriel -grito-|-¡Ines miss Fly!... aqui estoy... parad parad... Santorcaz corrio al galope detras de mi y me detuvo. -Gabriel -grito-|9.54
batalla_arapiles/batalla_arapiles_2513.wav|ya te he sacado de la ciudad y ahora puedes marcharte dejandonos en paz. A mano derecha tienes el camino de Aldea-Tejada. -¡Bandido! -exclame con rabia-.|ya te he sacado de la ciudad y ahora puedes marcharte dejandonos en paz. A mano derecha tienes el camino de Aldea-Tejada. -¡Bandido! -exclame con rabia-.|9.94
batalla_arapiles/batalla_arapiles_2514.wav|¿Crees que si no me hubieras quitado las armas me marcharia solo? -¡Muy bravo estas!... Buen modo de pagar el beneficio que acabo de hacerte... Marchate de una vez.|¿Crees que si no me hubieras quitado las armas me marcharia solo? -¡Muy bravo estas!... Buen modo de pagar el beneficio que acabo de hacerte... Marchate de una vez.|9.92
batalla_arapiles/batalla_arapiles_2515.wav|Te juro que si vuelves a ponerte delante de mi y te atreves a amenazarme hare contigo lo que mereces...|Te juro que si vuelves a ponerte delante de mi y te atreves a amenazarme hare contigo lo que mereces...|6.25
batalla_arapiles/batalla_arapiles_2516.wav|-¡Malvado!... -grite abalanzandome al arzon de su cabalgadura y hundiendo mis dedos en sus flacos muslos-. ¡Sin armas estoy y podre dar cuenta de ti!|-¡Malvado!... -grite abalanzandome al arzon de su cabalgadura y hundiendo mis dedos en sus flacos muslos-. ¡Sin armas estoy y podre dar cuenta de ti!|9.87
batalla_arapiles/batalla_arapiles_2517.wav|El caballo se encabrito arrojandome a cierta distancia. -¡Dame lo que es mio ladron! -exclame tornando hacia mi enemigo-.|El caballo se encabrito arrojandome a cierta distancia. -¡Dame lo que es mio ladron! -exclame tornando hacia mi enemigo-.|7.88
batalla_arapiles/batalla_arapiles_2518.wav|¿Crees que te temo? Baja de ese caballo... devuelveme mi espada y veremos.|¿Crees que te temo? Baja de ese caballo... devuelveme mi espada y veremos.|5.19
batalla_arapiles/batalla_arapiles_2519.wav|Santorcaz hizo un gesto de desprecio y en el silencio de la noche oi el rumor de su ironica risa.|Santorcaz hizo un gesto de desprecio y en el silencio de la noche oi el rumor de su ironica risa.|6.76
batalla_arapiles/batalla_arapiles_2520.wav|El otro jinete que era el semejante a un toro se le unio incontinenti.|El otro jinete que era el semejante a un toro se le unio incontinenti.|5.38
batalla_arapiles/batalla_arapiles_2521.wav|-O te marchas ahora mismo -dijo Don Luis- o te tendemos en el camino.|-O te marchas ahora mismo -dijo Don Luis- o te tendemos en el camino.|4.64
batalla_arapiles/batalla_arapiles_2522.wav|-La senora inglesa ha de partir conmigo. Hazla detener -dije sofocando la intensa colera que a causa de mi evidente inferioridad me sofocaba.|-La senora inglesa ha de partir conmigo. Hazla detener -dije sofocando la intensa colera que a causa de mi evidente inferioridad me sofocaba.|8.28
batalla_arapiles/batalla_arapiles_2523.wav|-Esa dama ira a donde quiera. -¡Miss Fly miss Fly! -grite ahuecando ambas manos junto a mi boca. Nadie me respondia|-Esa dama ira a donde quiera. -¡Miss Fly miss Fly! -grite ahuecando ambas manos junto a mi boca. Nadie me respondia|9.27
batalla_arapiles/batalla_arapiles_2524.wav|ni aun llegaba a mis oidos el rumor de las ruedas del coche.|ni aun llegaba a mis oidos el rumor de las ruedas del coche.|3.69
batalla_arapiles/batalla_arapiles_2525.wav|Corri largo trecho al lado de los caballos fatigado jadeante cubierto de sudor y con profunda agonia en el alma...|Corri largo trecho al lado de los caballos fatigado jadeante cubierto de sudor y con profunda agonia en el alma...|7.42
batalla_arapiles/batalla_arapiles_2526.wav|Volvi a gritar luego diciendo: -¡Ines Ines! ¡Aguarda un instante... alla voy! Las fuerzas me faltaban.|Volvi a gritar luego diciendo: -¡Ines Ines! ¡Aguarda un instante... alla voy! Las fuerzas me faltaban.|7.45
batalla_arapiles/batalla_arapiles_2527.wav|Los jinetes se dirigieron en disposicion amenazadora hacia mi|Los jinetes se dirigieron en disposicion amenazadora hacia mi|3.71
batalla_arapiles/batalla_arapiles_2528.wav|pero un resto de energia fisica que aun conservaba me permitio librarme de ellos saltando fuera del camino.|pero un resto de energia fisica que aun conservaba me permitio librarme de ellos saltando fuera del camino.|6.92
batalla_arapiles/batalla_arapiles_2529.wav|Pasaron adelante los caballos y las carcajadas de Santorcaz y del hombre-toro resonaron en mis oidos como el graznar de pajaros carniceros que revoloteaban junto a mi|Pasaron adelante los caballos y las carcajadas de Santorcaz y del hombre-toro resonaron en mis oidos como el graznar de pajaros carniceros que revoloteaban junto a mi|10.82
batalla_arapiles/batalla_arapiles_2530.wav|describiendo pavorosos circulos en torno a mi cabeza.|describiendo pavorosos circulos en torno a mi cabeza.|3.94
batalla_arapiles/batalla_arapiles_2531.wav|Si mi cuerpo estaba desmayado y casi exanime conservaba aun voz poderosa y vocifere mientras crei que podia ser oido:|Si mi cuerpo estaba desmayado y casi exanime conservaba aun voz poderosa y vocifere mientras crei que podia ser oido:|8.04
batalla_arapiles/batalla_arapiles_2532.wav|-¡Miserables!... ya caereis en mi poder... ¡Eh Santorcaz no te descuides!... ¡alla ire yo!... ¡alla ire!|-¡Miserables!... ya caereis en mi poder... ¡Eh Santorcaz no te descuides!... ¡alla ire yo!... ¡alla ire!|9.13
batalla_arapiles/batalla_arapiles_2533.wav|Bien pronto se extinguio a lo lejos el ruido de herraduras y ruedas. Me quede solo en el camino.|Bien pronto se extinguio a lo lejos el ruido de herraduras y ruedas. Me quede solo en el camino.|6.29
batalla_arapiles/batalla_arapiles_2534.wav|Al considerar que Ines habia estado en mi mano y que no me habia sido posible apoderarme de ella|Al considerar que Ines habia estado en mi mano y que no me habia sido posible apoderarme de ella|5.37
batalla_arapiles/batalla_arapiles_2535.wav|sentia impulsos de correr hacia adelante creyendo que la rabia bastaria a hacer brotar de mi cuerpo las potentes alas del condor...|sentia impulsos de correr hacia adelante creyendo que la rabia bastaria a hacer brotar de mi cuerpo las potentes alas del condor...|8.67
batalla_arapiles/batalla_arapiles_2536.wav|En mi desesperada impotencia me arrojaba al suelo mordia la tierra y clamaba al cielo con alaridos que habrian aterrado a los transeuntes si por aquella desolada llanura hubiese pasado en tal hora alma viviente...|En mi desesperada impotencia me arrojaba al suelo mordia la tierra y clamaba al cielo con alaridos que habrian aterrado a los transeuntes si por aquella desolada llanura hubiese pasado en tal hora alma viviente...|13.44
batalla_arapiles/batalla_arapiles_2537.wav|¡Se me escapaba quizas para siempre! Registre el horizonte en derredor y todo lo vi negro|¡Se me escapaba quizas para siempre! Registre el horizonte en derredor y todo lo vi negro|6.32
batalla_arapiles/batalla_arapiles_2538.wav|pero las imagenes de los dos ejercitos pertenecientes a las dos naciones mas poderosas del mundo se presentaron a mi agitada imaginacion.|pero las imagenes de los dos ejercitos pertenecientes a las dos naciones mas poderosas del mundo se presentaron a mi agitada imaginacion.|8.64
batalla_arapiles/batalla_arapiles_2539.wav|¡Por alli los franceses... por alli los ingleses! Un paso mas y el humo y los clamores de sangrienta batalla se elevaran hasta el cielo|¡Por alli los franceses... por alli los ingleses! Un paso mas y el humo y los clamores de sangrienta batalla se elevaran hasta el cielo|9.28
batalla_arapiles/batalla_arapiles_2540.wav|un paso mas y temblara con el peso de tanto cuerpo que cae este suelo en que me sostengo.|un paso mas y temblara con el peso de tanto cuerpo que cae este suelo en que me sostengo.|6.83
batalla_arapiles/batalla_arapiles_2541.wav|-¡Oh Dios de las batallas guerra y exterminio es lo que deseo! -exclame-. Que no quede un solo hombre de aqui hasta Francia...|-¡Oh Dios de las batallas guerra y exterminio es lo que deseo! -exclame-. Que no quede un solo hombre de aqui hasta Francia...|7.73
batalla_arapiles/batalla_arapiles_2542.wav|Araceli al cuartel real... Wellington te espera. Esta idea calmo un tanto mi exaltacion|Araceli al cuartel real... Wellington te espera. Esta idea calmo un tanto mi exaltacion|7.29
batalla_arapiles/batalla_arapiles_2543.wav|y me levante del suelo en que yacia. Cuando di los primeros pasos experimente esa suspension del animo|y me levante del suelo en que yacia. Cuando di los primeros pasos experimente esa suspension del animo|7.09
batalla_arapiles/batalla_arapiles_2544.wav|ese asombro indefinible que sentimos en el momento de observar la falta o perdida de un objeto que poco antes llevabamos. -¿Y miss Fly?|ese asombro indefinible que sentimos en el momento de observar la falta o perdida de un objeto que poco antes llevabamos. -¿Y miss Fly?|9.62
